abstract	title
	Center for Scientific Review; Notice of Closed Meetings
	National Committee on Vital and Health Statistics: Meeting Standards Subcommittee
The Office of the National Coordinator for Health Information Technology (ONC) is seeking nominations to the Health Information Technology Standards Committee (HITSC) and Health Information Technology Policy Committee (HITPC). Name of Committees: HIT Standards Committee and HIT Policy Committee. General Function of the Committees: The HITSC is charged to provide recommendations to the National Coordinator on standards, implementation specifications, and certification criteria for the electronic exchange and use of health information for purposes of adoption, consistent with the implementation of the Federal Health IT Strategic Plan, and in accordance with policies developed by the HIT Policy Committee. The HITPC is charged to provide recommendations to the National Coordinator on a policy framework for the development and adoption of a nationwide health information technology infrastructure that permits the electronic exchange and use of health information as is consistent with the Federal Health IT Strategic Plan and that includes recommendations on the areas in which standards, implementation specifications, and certification criteria are needed.	HIT Standards Committee and HIT Policy Committee; Call for Nominations
In follow-up to the Indian Health Service (IHS) request for comments on the Draft IHS Strategic Plan Fiscal Year (FY) 2018-2022 issued in the Federal Register (FR) on July 24, 2018, (see 83 FR 35012; July 24, 2018; hereafter ``July 2018 FR document''), the IHS is announcing the final plan entitled: IHS Strategic Plan FY 2019-2023. The IHS is also making available on the IHS Strategic Plan website, a response to comments document that addresses comments received on the Draft IHS Strategic Plan from the July 2018 FR document.	Indian Health Service Strategic Plan Fiscal Year 2019-2023
The Indian Health Service (IHS) is developing an Agency-wide Strategic Plan to guide the work and strengthen partnerships with Tribes and Urban Indian Organizations. The IHS is seeking public comment on its Draft IHS Strategic Plan fiscal year (FY) 2018-2022 (Draft IHS Strategic Plan FY 2018-2022). Additionally, notice is given that the IHS will conduct a Tribal Consultation and Urban Indian Confer regarding the Draft IHS Strategic Plan FY 2018-2022. In addition to the virtual town hall sessions, the IHS will seek other opportunities to solicit input from Tribal and Urban Indian programs on the Draft IHS Strategic Plan FY 2018-2022 during the comment period. For IHS Strategic Plan events during the comment period, please check the IHS Event Calendar at: https://www.ihs.gov/ihscalendar/.	Draft Indian Health Service Strategic Plan Fiscal Year 2018-2022
The Administration for Children and Families (ACF) has realigned The Office of the Deputy Assistant Secretary for Administration (ODASA). This realignment removes the Office of the Chief Information Officer as a direct report to the Assistant Secretary for Children and Families and realigns the Office within the ODASA. It moves the National Grants Center of Excellence to the ODASA's Immediate Office. It also removes the Ethics and Facilities team from the Immediate Office of the ODASA and places the functions in the Office of Workforce Planning and Development.	Office of the Deputy Assistant Secretary for Administration Statement of Organization, Functions, and Delegations of Authority
In compliance with the Paperwork Reduction Act of 1995, the Office of the Secretary (OS), Department of Health and Human Services, has submitted an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB) for review and approval. The ICR is for renewal of the approved information collection assigned OMB control number 0955-0009, scheduled to expire on May 31, 2017. Comments submitted during the first public review of this ICR will be provided to OMB. OMB will accept further comments from the public on this ICR during the review and approval period.	Agency Information Collection Activities; Submission to OMB for Review and Approval; Public Comment Request
In compliance with the Paperwork Reduction Act of 1995, the Office of the Secretary (OS), Department of Health and Human Services, announces plans to submit an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB). The ICR is for extending the use of the approved information collection assigned OMB control number 0955-0009 which expires on May 31, 2017. Prior to submitting the ICR to OMB, OS seeks comments from the public regarding the burden estimate, below, or any other aspect of the ICR.	Agency Information Collection Activities; Proposed Collection; Public Comment Request
	Office of the Assistant Secretary for Financial Resources, Statement of Organization, Functions, and Delegations of Authority
Statement of Organizations, Functions, and Delegations of Authority. The Administration for Children and Families (ACF) has reorganized the Office of the Deputy Assistant Secretary for Administration (ODASA). This reorganization moves the Office of Information Services from ODASA and establishes it as the new Office of the Chief Information Officer, which reports directly to the Assistant Secretary for Children and Families.	Statement of Organization, Functions, and Delegations of Authority: Office of the Deputy Assistant Secretary for Administration; Office of the Assistant Secretary
In accordance with the requirements of the Privacy Act of 1974, CMS is establishing a new SOR titled, ``Open Payments,'' System No. 09-70-0507, to implement the requirements in Section 6002 of the Patient Protection and Affordable Care Act of 2010 (ACA) (Pub. L. 111- 148), which added section 1128G to the Social Security Act (the Act). The Open Payments program requires applicable manufacturers and applicable Group Purchasing Organizations (GPOs) to report payments and other transfers of value to covered physician recipients as defined by 42 CFR 403.902, as well as certain ownership or investment interests held by physicians and/or their immediate family members in such applicable manufacturers and/or applicable GPOs. CMS is required to publish the data submitted by applicable manufacturers or GPOs on a public Web site.	Privacy Act of 1974; Report of New System of Records
In compliance with section 3507(a)(1)(D) of the Paperwork Reduction Act of 1995, the Office of the Secretary (OS), Department of Health and Human Services, has submitted an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB) for review and approval. The ICR is for reinstatement of a previously-approved information collection assigned OMB control number 0955-0009, which expired on February 28, 2014. Comments submitted during the first public review of this ICR will be provided to OMB. OMB will accept further comments from the public on this ICR during the review and approval period.	Agency Information Collection Activities; Submission to OMB for Review and Approval; Public Comment Request
In compliance with section 3507(a)(1)(D) of the Paperwork Reduction Act of 1995, the Office of the Secretary (OS), Department of Health and Human Services, has submitted an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB) for review and approval. The ICR is for renewal of the approved information collection assigned OMB control number 0955-0009, scheduled to expire on February 28, 2014. Comments submitted during the first public review of this ICR will be provided to OMB. OMB will accept further comments from the public on this ICR during the review and approval period.	Agency Information Collection Activities; Submission to OMB for Review and Approval; Public Comment Request
In compliance with section 3506(c)(2)(A) of the Paperwork Reduction Act of 1995, the Office of the Secretary (OS), Department of Health and Human Services, announces plans to submit an Information Collection Request (ICR), described below, to the Office of Management and Budget (OMB). The ICR is for extending the use of the approved information collection assigned OMB control number 0955-0009, which expires on February 28, 2014. Prior to submitting that ICR to OMB, OS seeks comments from the public regarding the burden estimate, below, or any other aspect of the ICR.	Agency Information Collection Activities; Proposed Collection; Public Comment Request
Statement of organization, functions, and delegations of authority. The Administration for Children and Families (ACF) has reorganized the Office of Child Support Enforcement (OCSE). This reorganization realigns the functions of the Office of Child Support Enforcement. It eliminates the Office of Automation and Program Operations and moves the functions to the Division of Federal Systems. It also eliminates the Division of Special Staffs and moves the functions to the Division of Program Innovation and the Division of Regional Operations. Additionally, it creates the Division of Regional Operations. There are several Division name changes that are as follows: The Division of Management Services to the Division of Business and Resource Management; the Division of Consumer Services to the Division of Customer Communications; the Division of Planning, Research and Evaluation to the Division of Performance and Statistical Analysis; the Division of Policy to the Division of Policy and Training; and the Division of State, Tribal and Local Assistance to the Division of Program Innovation.	Statement of Organization, Functions, and Delegations of Authority
	Office of the Assistant Secretary for Financial Resources, Statement of Organization, Functions, and Delegations of Authority
This notice announces our intention to sponsor Federally Funded Research and Development Center (FFRDC) to facilitate the modernization of business processes and supporting systems and their operations. This is the third of three notices which must be published over a 90-day period in order to advise the public of the agency's intention to sponsor an FFRDC.	Proposed Establishment of a Federally Funded Research and Development Center-Third Notice
This notice announces our intention to sponsor a Federally Funded Research and Development Center (FFRDC) to facilitate the modernization of business processes and supporting systems and their operations. This is the second of three notices which must be published over a 90-day period in order to advise the public of the agency's intention to sponsor an FFRDC.	Announcement of Notice; Proposed Establishment of a Federally Funded Research and Development Center-Second Notice
This notice announces our intention to sponsor Federally Funded Research and Development Center (FFRDC) to facilitate the modernization of business processes and supporting systems and their operations. This is the first of three notices which must be published over a 90-day period in order to advise the public of the agency's intention to sponsor an FFRDC issued under the authority of 48 CFR 35.017.	Announcement of Notice; Proposed Establishment of a Federally Funded Research and Development Center-First Notice
	Statement of Organization, Functions, and Delegations of Authority
This final rule with comment period revises the Medicare hospital outpatient prospective payment system (OPPS) and the Medicare ambulatory surgical center (ASC) payment system for Calendar Year 2020 based on our continuing experience with these systems. In this final rule with comment period, we describe the changes to the amounts and factors used to determine the payment rates for Medicare services paid under the OPPS and those paid under the ASC payment system. Also, this final rule with comment period updates and refines the requirements for the Hospital Outpatient Quality Reporting (OQR) Program and the ASC Quality Reporting (ASCQR) Program. In addition, this final rule with comment period establishes a process and requirements for prior authorization for certain covered outpatient department services; revise the conditions for coverage of organ procurement organizations; and revise the regulations to allow grandfathered children's hospitals- within-hospitals to increase the number of beds without resulting in the loss of grandfathered status; and provides notice of the closure of two teaching hospitals and the opportunity to apply for available slots for purposes of indirect medical education (IME) and direct graduate medical education (DGME) payments.	Medicare Program: Changes to Hospital Outpatient Prospective Payment and Ambulatory Surgical Center Payment Systems and Quality Reporting Programs; Revisions of Organ Procurement Organizations Conditions of Coverage; Prior Authorization Process and Requirements for Certain Covered Outpatient Department Services; Potential Changes to the Laboratory Date of Service Policy; Changes to Grandfathered Children's Hospitals-Within-Hospitals; Notice of Closure of Two Teaching Hospitals and Opportunity To Apply for Available Slots
This proposed rule is being issued by the Office of Inspector General (OIG) in conjunction with the Department of Health and Human Services' Regulatory Sprint to Coordinated Care. It proposes to add, on a prospective basis only after a final rule is issued, safe harbor protections under the Federal anti-kickback statute for certain coordinated care and associated value-based arrangements between or among clinicians, providers, suppliers, and others that squarely meet all safe harbor conditions. It also would add protections under the anti-kickback statute and civil monetary penalty (CMP) law that prohibits inducements offered to patients for certain patient engagement and support arrangements to improve quality of care, health outcomes, and efficiency of care delivery that squarely meet all safe harbor conditions. The proposed rule would add a new safe harbor for donations of cybersecurity technology and amend the existing safe harbors for electronic health records (EHR) arrangements, warranties, local transportation, and personal services and management contracts. Further, the proposed rule would add a new safe harbor pursuant to a statutory change set forth in the Bipartisan Budget Act of 2018 (Budget Act of 2018) related to beneficiary incentives under the Medicare Shared Savings Program and a new CMP exception for certain telehealth technologies offered to patients receiving in-home dialysis, also pursuant to the Budget Act of 2018.	Medicare and State Healthcare Programs: Fraud and Abuse; Revisions To Safe Harbors Under the Anti-Kickback Statute, and Civil Monetary Penalty Rules Regarding Beneficiary Inducements
	Center for Scientific Review; Notice of Closed Meetings
We are revising the Medicare hospital inpatient prospective payment systems (IPPS) for operating and capital-related costs of acute care hospitals to implement changes arising from our continuing experience with these systems for FY 2020 and to implement certain recent legislation. We also are making changes relating to Medicare graduate medical education (GME) for teaching hospitals and payments to critical access hospital (CAHs). In addition, we are providing the market basket update that will apply to the rate-of-increase limits for certain hospitals excluded from the IPPS that are paid on a reasonable cost basis, subject to these limits for FY 2020. We are updating the payment policies and the annual payment rates for the Medicare prospective payment system (PPS) for inpatient hospital services provided by long-term care hospitals (LTCHs) for FY 2020. In this FY 2020 IPPS/LTCH PPS final rule, we are addressing wage index disparities impacting low wage index hospitals; providing for an alternative IPPS new technology add-on payment pathway for certain transformative new devices and qualified infectious disease products; and revising the calculation of the IPPS new technology add-on payment. In addition, we are revising and clarifying our policies related to the substantial clinical improvement criterion used for evaluating applications for the new technology add-on payment under the IPPS. We are establishing new requirements or revising existing requirements for quality reporting by specific Medicare providers (acute care hospitals, PPS-exempt cancer hospitals, and LTCHs). We also are establishing new requirements and revising existing requirements for eligible hospitals and critical access hospitals (CAHs) participating in the Medicare and Medicaid Promoting Interoperability Programs. We are updating policies for the Hospital Value-Based Purchasing (VBP) Program, the Hospital Readmissions Reduction Program, and the Hospital-Acquired Condition (HAC) Reduction Program.	Medicare Program; Hospital Inpatient Prospective Payment Systems for Acute Care Hospitals and the Long-Term Care Hospital Prospective Payment System and Policy Changes and Fiscal Year 2020 Rates; Quality Reporting Requirements for Specific Providers; Medicare and Medicaid Promoting Interoperability Programs Requirements for Eligible Hospitals and Critical Access Hospitals
This proposed rule proposes revisions to the Medicare hospital outpatient prospective payment system (OPPS) and the Medicare ambulatory surgical center (ASC) payment system for CY 2020 based on our continuing experience with these systems. In this proposed rule, we describe the proposed changes to the amounts and factors used to determine the payment rates for Medicare services paid under the OPPS and those paid under the ASC payment system. In addition, this proposed rule would update and refine the requirements for the Hospital Outpatient Quality Reporting (OQR) Program and the ASC Quality Reporting (ASCQR) Program. In addition, in this proposed rule, we are proposing to establish requirements for all hospitals in the United States for making hospital standard charges available to the public; establish a process and requirements for prior authorization for certain covered outpatient department services; revise the conditions for coverage of organ procurement organizations; and revise the regulations to allow grandfathered children's hospitals-within- hospitals to increase the number of beds without resulting in the loss of grandfathered status. We also solicit comments on potential revisions to the laboratory date of service policy under the Clinical Laboratory Fee Schedule. Finally, we solicit comments on an appropriate remedy in litigation involving our OPPS payment policy for 340B- acquired drugs, which would inform future rulemaking in the event of an adverse decision on appeal in that litigation.	Medicare Program: Proposed Changes to Hospital Outpatient Prospective Payment and Ambulatory Surgical Center Payment Systems and Quality Reporting Programs; Price Transparency of Hospital Standard Charges; Proposed Revisions of Organ Procurement Organizations Conditions of Coverage; Proposed Prior Authorization Process and Requirements for Certain Covered Outpatient Department Services; Potential Changes to the Laboratory Date of Service Policy; Proposed Changes to Grandfathered Children's Hospitals-Within-Hospitals
This final rule updates the payment rates used under the prospective payment system (PPS) for skilled nursing facilities (SNFs) for fiscal year (FY) 2020. We also are making minor revisions to the regulation text to reflect the revised assessment schedule under the Patient Driven Payment Model (PDPM). Additionally, we are revising the definition of group therapy under the SNF PPS, and are implementing a subregulatory process for updating the code lists (International Classification of Diseases, Tenth Version (ICD-10) codes) used under PDPM. In addition, the final rule updates requirements for the SNF Quality Reporting Program (QRP) and the SNF Value-Based Purchasing (VBP) Program.	Medicare Program; Prospective Payment System and Consolidated Billing for Skilled Nursing Facilities; Updates to the Quality Reporting Program and Value-Based Purchasing Program for Federal Fiscal Year 2020
	Statement of Organization, Functions, and Delegations of Authority
This document summarizes actions taken to date, requests public comment on additional subjects, and announces that CMS is releasing additional material, including study data, related to the Risk Adjustment Data Validation (RADV) provisions of the proposed rule titled ``Medicare and Medicaid Programs; Policy and Technical Changes to the Medicare Advantage, Medicare Prescription Drug Benefit, Program of All-inclusive Care for the Elderly (PACE), Medicaid Fee-For-Service, and Medicaid Managed Care Programs for Years 2020 and 2021'' that was published in the November 1, 2018 Federal Register, 83 FR 55037. The comment period for the RADV provisions of this proposed rule ends on August 28, 2019.	Medicare and Medicaid Programs; Risk Adjustment Data Validation
On March 18, 2019 the National Institute for Occupational Safety and Health (NIOSH) of the Centers for Disease Control and Prevention (CDC) published a notice in the Federal Register announcing that NIOSH had recently established a research program to address the rapidly expanding area of automation and associated technologies in mining, and that NIOSH was requesting information to inform the prioritization of research to be undertaken by The Institute's Mining Program. NIOSH is seeking input on priority gaps in knowledge regarding the safety and health implications of humans working with automated equipment and associated technologies in mining, with an emphasis on worker safety and health research in which NIOSH has the comparative advantage, and is unlikely to be undertaken by other federal agencies, academia, or the private sector. Written comments were to be received by May 17, 2019. In response to a request from an interested party, NIOSH is announcing the reopening of the comment period.	Mining Automation and Safety Research Prioritization; Reopening of Comment Period
The Agency for Healthcare Research and Quality (AHRQ) is announcing a Special Emphasis Panel (SEP) meeting on AHRQ-HS-19-002, ``Using Data Analytics to Support Primary Care and Community Interventions to Improve Chronic Disease Prevention and Management and Population Health (R18).''	Notice of Meeting
The National Institute for Occupational Safety and Health (NIOSH) of the Centers for Disease Control and Prevention (CDC) has recently established a research program to address the rapidly expanding area of automation and associated technologies in mining. NIOSH is requesting information to inform the prioritization of research to be undertaken by The Institute's Mining Program. NIOSH is seeking input on priority gaps in knowledge regarding the safety and health implications of humans working with automated equipment and associated technologies in mining, with an emphasis on worker safety and health research in which NIOSH has the comparative advantage, and is unlikely to be undertaken by other federal agencies, academia, or the private sector.	Mining Automation and Safety Research Prioritization
This document announces the release of data underlying the proposed policies regarding the use of extrapolation in Medicare Advantage (MA) Risk Adjustment Data Validation (RADV) audits and the Fee-for-Service (FFS) Adjuster.	Medicare Program; Release of Data Underlying Risk Adjustment Data Validation Provisions
This proposed rule would implement certain provisions of the 21st Century Cures Act, including conditions and maintenance of certification requirements for health information technology (health IT) developers under the ONC Health IT Certification Program (Program), the voluntary certification of health IT for use by pediatric health care providers, and reasonable and necessary activities that do not constitute information blocking. The implementation of these provisions would advance interoperability and support the access, exchange, and use of electronic health information. The proposed rule would also modify the 2015 Edition health IT certification criteria and Program in additional ways to advance interoperability, enhance health IT certification, and reduce burden and costs.	21st Century Cures Act: Interoperability, Information Blocking, and the ONC Health IT Certification Program
In follow-up to the Indian Health Service (IHS) request for comments on the Draft IHS Strategic Plan Fiscal Year (FY) 2018-2022 issued in the Federal Register (FR) on July 24, 2018, (see 83 FR 35012; July 24, 2018; hereafter ``July 2018 FR document''), the IHS is announcing the final plan entitled: IHS Strategic Plan FY 2019-2023. The IHS is also making available on the IHS Strategic Plan website, a response to comments document that addresses comments received on the Draft IHS Strategic Plan from the July 2018 FR document.	Indian Health Service Strategic Plan Fiscal Year 2019-2023
	Statement of Organization, Functions, and Delegations of Authority
This proposed rule sets forth payment parameters and provisions related to the risk adjustment and risk adjustment data validation programs; cost-sharing parameters; and user fees for Federally-facilitated Exchanges (FFEs) and State-based Exchanges on the Federal Platform (SBE-FPs). It proposes changes that would allow greater flexibility related to the duties and training requirements for the Navigator program and proposes changes that would provide greater flexibility for direct enrollment entities, while strengthening program integrity oversight over those entities. It proposes policies that are intended to reduce the costs of prescription drugs. It includes proposed changes to Exchange standards related to eligibility and enrollment; exemptions; and other related topics.	Patient Protection and Affordable Care Act; HHS Notice of Benefit and Payment Parameters for 2020
Under the Medicare Shared Savings Program (Shared Savings Program), providers of services and suppliers that participate in an Accountable Care Organization (ACO) continue to receive traditional Medicare fee-for-service (FFS) payments under Parts A and B, but the ACO may be eligible to receive a shared savings payment if it meets specified quality and savings requirements. The policies included in this final rule provide a new direction for the Shared Savings Program by establishing pathways to success through redesigning the participation options available under the program to encourage ACOs to transition to two-sided models (in which they may share in savings and are accountable for repaying shared losses). These policies are designed to increase savings for the Trust Funds and mitigate losses, reduce gaming opportunities, and promote regulatory flexibility and free-market principles. This final rule also provides new tools to support coordination of care across settings and strengthen beneficiary engagement; and ensure rigorous benchmarking. In this final rule, we also respond to public comments we received on the extreme and uncontrollable circumstances policies for the Shared Savings Program that were used to assess the quality and financial performance of ACOs that were subject to extreme and uncontrollable events, such as Hurricanes Harvey, Irma, and Maria, and the California wildfires, in performance year 2017, including the applicable quality data reporting period for performance year 2017.	Medicare Program; Medicare Shared Savings Program; Accountable Care Organizations-Pathways to Success and Extreme and Uncontrollable Circumstances Policies for Performance Year 2017
In accordance with its statutory mandate, the Council is to advise the Secretary of the Department of Health and Human Services and the Director of AHRQ on matters related to AHRQ's conduct of its mission including providing guidance on (A) priorities for health care research, (B) the field of health care research including training needs and information dissemination on health care quality and (C) the role of the Agency in light of private sector activity and opportunities for public private partnerships.	Meeting of the National Advisory Council for Healthcare Research and Quality
This notice replaces all language in Part Q (Office of the Secretary) of the Statement of Organization, Functions, and Delegations of Authority for the Department of Health and Human Services (HHS or the Department), Office of Inspector General (OIG) (81 FR 13807, as published March 15, 2016). The Statement of Organization, Functions, and Delegations of Authority conforms to and carries out the statutory requirements for operating OIG. The organizational changes reflected in this notice are primarily to realign the functions within OIG to better reflect the current work environment and priorities and to more clearly delineate responsibilities for the various activities within OIG's offices. OIG was established by law as an independent and objective oversight unit of the Department to carry out the mission of preventing fraud and abuse and promoting economy, efficiency, and effectiveness of HHS programs and operations. In furtherance of this mission, the organization: <bullet> Conducts and supervises audits, investigations, evaluations, and inspections relating to HHS programs and operations; <bullet> identifies systemic weaknesses giving rise to opportunities for fraud and abuse in HHS programs and operations and makes recommendations to prevent their recurrence; <bullet> leads and coordinates activities to prevent and detect fraud and abuse in HHS programs and operations; <bullet> detects wrongdoers and abusers of HHS programs and beneficiaries so appropriate remedies may be brought to bear, including imposing administrative sanctions against providers of health care under Medicare and Medicaid who commit certain prohibited acts; and <bullet> keeps the Secretary of Health and Human Services and Congress fully and currently informed about problems and deficiencies in the administration of HHS programs and operations and about the need for and progress of corrective action. In addition, OIG works with the Department of Justice (DOJ), on behalf of the Secretary, to operate the Health Care Fraud and Abuse Control Program. In accordance with authority enacted in its annual appropriations, OIG also provides protection services to the Secretary and conducts criminal investigations of violations of Federal child support provisions. In support of its mission, OIG carries out and maintains an internal quality assurance system and a peer-review system with other Offices of Inspector General, including periodic quality assessment studies and quality control reviews, to provide reasonable assurance that applicable laws, regulations, policies, procedures, standards, and other requirements are followed, are effective, and are functioning as intended in OIG operations. Section Q, Office of Inspector General--Organization	Statement of Organization, Functions, and Delegations of Authority
The Department of Health and Human Services (HHS), Centers for Medicare & Medicaid Services (CMS), proposes to modify or alter an existing system of records subject to the Privacy Act, System No. 09- 70-0541, titled ``Medicaid Statistical Information System (MSIS).'' This system of records covers the Medicaid dataset. The dataset includes standardized enrollment, eligibility, and paid claims of Medicaid recipients and is used to administer Medicaid at the Federal level, produce statistical reports, support Medicaid related research, and assist in the detection of fraud and abuse in the Medicare and Medicaid programs. CMS is adding two new routine use as numbers three and 10. CMS is including two routine uses that were published on February 14, 2018, and are numbered as eight and nine in the routine use section below. In addition, CMS is changing the name of the system of records to: Transformed-Medicaid Statistical Information System (T- MSIS) and making other modifications which are explained below.	Privacy Act of 1974; System of Records
In accordance with the Federal Advisory Committee Act, the CDC announces the following meeting for the Mine Safety and Health Research Advisory Committee (MSHRAC), Metal Mining Automation and Advanced Technologies (MMAAT) Workgroup. This meeting is open to the public, limited only by the space available. The public is welcome to submit written comments in advance of the meeting to the contact person below. Written comments received in advance of the meeting will be included in the official record of the meeting.	Mine Safety and Health Research Advisory Committee (MSHRAC), Metal Mining Automation and Advanced Technologies (MMAAT) Workgroup
Under the Medicare Shared Savings Program (Shared Savings Program), providers of services and suppliers that participate in an Accountable Care Organization (ACO) continue to receive traditional Medicare fee-for-service (FFS) payments under Parts A and B, but the ACO may be eligible to receive a shared savings payment if it meets specified quality and savings requirements. The policies included in this proposed rule would provide a new direction for the Shared Savings Program by establishing pathways to success through redesigning the participation options available under the program to encourage ACOs to transition to two-sided models (in which they may share in savings and are accountable for repaying shared losses). These proposed policies are designed to increase savings for the Trust Funds and mitigate losses, reduce gaming opportunities, and promote regulatory flexibility and free-market principles. The proposed rule also would provide new tools to support coordination of care across settings and strengthen beneficiary engagement; ensure rigorous benchmarking; promote interoperable electronic health record technology among ACO providers/ suppliers; and improve information sharing on opioid use to combat opioid addiction.	Medicare Program; Medicare Shared Savings Program; Accountable Care Organizations-Pathways to Success
The Indian Health Service (IHS) is developing an Agency-wide Strategic Plan to guide the work and strengthen partnerships with Tribes and Urban Indian Organizations. The IHS is seeking public comment on its Draft IHS Strategic Plan fiscal year (FY) 2018-2022 (Draft IHS Strategic Plan FY 2018-2022). Additionally, notice is given that the IHS will conduct a Tribal Consultation and Urban Indian Confer regarding the Draft IHS Strategic Plan FY 2018-2022. In addition to the virtual town hall sessions, the IHS will seek other opportunities to solicit input from Tribal and Urban Indian programs on the Draft IHS Strategic Plan FY 2018-2022 during the comment period. For IHS Strategic Plan events during the comment period, please check the IHS Event Calendar at: https://www.ihs.gov/ihscalendar/.	Draft Indian Health Service Strategic Plan Fiscal Year 2018-2022
In accordance with the Federal Advisory Committee Act, this notice announces a meeting of the National Advisory Council for Healthcare Research and Quality.	Meeting of the National Advisory Council for Healthcare Research and Quality
The Administration for Children and Families (ACF) has realigned The Office of the Deputy Assistant Secretary for Administration (ODASA). This realignment removes the Office of the Chief Information Officer as a direct report to the Assistant Secretary for Children and Families and realigns the Office within the ODASA. It moves the National Grants Center of Excellence to the ODASA's Immediate Office. It also removes the Ethics and Facilities team from the Immediate Office of the ODASA and places the functions in the Office of Workforce Planning and Development.	Office of the Deputy Assistant Secretary for Administration Statement of Organization, Functions, and Delegations of Authority
This notice announces the issuance of the January 12, 2017 single-source cooperative agreement funding opportunity announcement to begin the Pennsylvania Rural Health Model's implementation activities, titled ``Funding in Support of the Pennsylvania Rural Health Model Cooperative Agreement'' (the ``Funding Opportunity''). This Funding Opportunity is available solely to the Commonwealth of Pennsylvania acting through the Pennsylvania Department of Health (the ``Commonwealth''). This Funding Opportunity provides the Commonwealth with necessary start-up funding for the Model and is open to the Pennsylvania Department of Health, and, once established, the Rural Health Redesign Center (RHRC) (or in the event that the RHRC is not established, the Pennsylvania Department of Health).	Medicare Program; Funding in Support of the Pennsylvania Rural Health Model-Cooperative Agreement
This final rule implements three new Medicare Parts A and B episode payment models, a Cardiac Rehabilitation (CR) Incentive Payment model and modifications to the existing Comprehensive Care for Joint Replacement model under section 1115A of the Social Security Act. Acute care hospitals in certain selected geographic areas will participate in retrospective episode payment models targeting care for Medicare fee- for-service beneficiaries receiving services during acute myocardial infarction, coronary artery bypass graft, and surgical hip/femur fracture treatment episodes. All related care within 90 days of hospital discharge will be included in the episode of care. We believe these models will further our goals of improving the efficiency and quality of care for Medicare beneficiaries receiving care for these common clinical conditions and procedures.	Medicare Program; Advancing Care Coordination Through Episode Payment Models (EPMs); Cardiac Rehabilitation Incentive Payment Model; and Changes to the Comprehensive Care for Joint Replacement Model (CJR)
	Statement of Organization, Functions, and Delegations of Authority
The Medicare Access and CHIP Reauthorization Act of 2015 (MACRA) repeals the Medicare sustainable growth rate (SGR) methodology for updates to the physician fee schedule (PFS) and replaces it with a new approach to payment called the Quality Payment Program that rewards the delivery of high-quality patient care through two avenues: Advanced Alternative Payment Models (Advanced APMs) and the Merit-based Incentive Payment System (MIPS) for eligible clinicians or groups under the PFS. This final rule with comment period establishes incentives for participation in certain alternative payment models (APMs) and includes the criteria for use by the Physician-Focused Payment Model Technical Advisory Committee (PTAC) in making comments and recommendations on physician-focused payment models (PFPMs). Alternative Payment Models are payment approaches, developed in partnership with the clinician community, that provide added incentives to deliver high-quality and cost-efficient care. APMs can apply to a specific clinical condition, a care episode, or a population. This final rule with comment period also establishes the MIPS, a new program for certain Medicare-enrolled practitioners. MIPS will consolidate components of three existing programs, the Physician Quality Reporting System (PQRS), the Physician Value-based Payment Modifier (VM), and the Medicare Electronic Health Record (EHR) Incentive Program for Eligible Professionals (EPs), and will continue the focus on quality, cost, and use of certified EHR technology (CEHRT) in a cohesive program that avoids redundancies. In this final rule with comment period we have rebranded key terminology based on feedback from stakeholders, with the goal of selecting terms that will be more easily identified and understood by our stakeholders.	Medicare Program; Merit-Based Incentive Payment System (MIPS) and Alternative Payment Model (APM) Incentive Under the Physician Fee Schedule, and Criteria for Physician-Focused Payment Models
The Food and Drug Administration (FDA) is announcing the 2016 FDA Naloxone App Competition (Competition), a prize competition under the America COMPETES Reauthorization Act of 2010 (COMPETES Act). The Competition is an effort to help reduce deaths associated with prescription opioid and heroin overdose by seeking innovative approaches to help reduce preventable harm associated with opioids. Specifically, the goal of this Competition is to spur innovation around the development of a low-cost, scalable, crowd-sourced mobile phone application that helps increase the likelihood that opioid users, their immediate personal networks, and first responders are able to identify and react to an overdose by administering naloxone, a medication that reverses the effects of opioid overdose.	Announcement of Requirements and Registration for the 2016 Food and Drug Administration Naloxone App Competition
This proposed rule sets forth payment parameters and provisions related to the risk adjustment program; cost-sharing parameters and cost-sharing reductions; and user fees for Federally- facilitated Exchanges and State-based Exchanges on the Federal platform. It also provides additional guidance relating to standardized options; qualified health plans; consumer assistance tools; network adequacy; the Small Business Health Options Program; stand-alone dental plans; fair health insurance premiums; guaranteed renewability; the medical loss ratio program; eligibility and enrollment; appeals; and other related topics.	Patient Protection and Affordable Care Act; HHS Notice of Benefit and Payment Parameters for 2018
