document_number,abstract,action,agencies,agency_names,effective_on,publication_date,significant,subtype,title,topics,type,Search Term
2017-02600,"In accordance with the Federal Advisory Committee Act, Public Law 92-463, as amended, the National Aeronautics and Space Administration (NASA) announces a meeting of the Ad Hoc Big Data Task Force. This task force reports to the NASA Advisory Council's Science Committee. The meeting will be held for the purpose of soliciting and discussing, from the scientific community and other persons, scientific and technical information relevant to big data.",Notice of meeting.,"[{'raw_name': 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'name': 'National Aeronautics and Space Administration', 'id': 301, 'url': 'https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/301.json', 'parent_id': None, 'slug': 'national-aeronautics-and-space-administration'}]",['National Aeronautics and Space Administration'],,2017-02-08,,,NASA Advisory Council; Science Committee; Ad Hoc Task Force on Big Data; Meeting,[],Notice,Big Data
2017-01739,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2017-01-26,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2016-31565,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",,2016-12-29,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2016-29848,"Publication of the Unified Agenda of Regulatory and Deregulatory Actions and the Regulatory Plan represent key components of the regulatory planning mechanism prescribed in Executive Order 12866, ``Regulatory Planning and Review'' (58 FR 51735) and incorporated in Executive Order 13563, ``Improving Regulation and Regulatory Review'' issued on January 18, 2011 (76 FR 3821). The fall editions of the Unified Agenda include the agency regulatory plans required by E.O. 12866, which identify regulatory priorities and provide additional detail about the most important significant regulatory actions that agencies expect to take in the coming year. In addition, the Regulatory Flexibility Act requires that agencies publish semiannual ``regulatory flexibility agendas'' describing regulatory actions they are developing that will have significant effects on small businesses and other small entities (5 U.S.C. 602). The Unified Agenda of Regulatory and Deregulatory Actions (Unified Agenda), published in the fall and spring, helps agencies fulfill all of these requirements. All federal regulatory agencies have chosen to publish their regulatory agendas as part of this publication. The complete Unified Agenda and Regulatory Plan can be found online at http://www.reginfo.gov and a reduced print version can be found in the Federal Register. Information regarding obtaining printed copies can also be found on the Reginfo.gov Web site (or below, VI. How can users get copies of the Plan and the Agenda?). The fall 2016 Unified Agenda publication appearing in the Federal Register consists of The Regulatory Plan and agency regulatory flexibility agendas, in accordance with the publication requirements of the Regulatory Flexibility Act. Agency regulatory flexibility agendas contain only those Agenda entries for rules that are likely to have a significant economic impact on a substantial number of small entities and entries that have been selected for periodic review under section 610 of the Regulatory Flexibility Act. The complete fall 2016 Unified Agenda contains the Regulatory Plans of 30 Federal agencies and 60 Federal agency regulatory agendas.",Introduction to the Regulatory Plan and the Unified Agenda of Federal Regulatory and Deregulatory Actions.,"[{'raw_name': 'REGULATORY INFORMATION SERVICE CENTER', 'name': 'Regulatory Information Service Center', 'id': 449, 'url': 'https://www.federalregister.gov/agencies/regulatory-information-service-center', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/449.json', 'parent_id': None, 'slug': 'regulatory-information-service-center'}]",['Regulatory Information Service Center'],,2016-12-23,,,Introduction to the Unified Agenda of Federal Regulatory and Deregulatory Actions-Fall 2016,[],Uncategorized Document,Big Data
2016-30358,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2017-01-09,2016-12-19,,,"Office of the Director, National Institutes of Health; Notice of Meeting",[],Notice,Big Data
2016-28006,"In this document, the Federal Communications Commission (Commission) adopts final rules based on public comments applying the privacy requirements of the Communications Act of 1934, as amended, to broadband Internet access service (BIAS) and other telecommunications services. In adopting these rules the Commission implements the statutory requirement that telecommunications carriers protect the confidentiality of customer proprietary information. The privacy framework in these rules focuses on transparency, choice, and data security, and provides heightened protection for sensitive customer information, consistent with customer expectations. The rules require carriers to provide privacy notices that clearly and accurately inform customers; obtain opt-in or opt-out customer approval to use and share sensitive or non-sensitive customer proprietary information, respectively; take reasonable measures to secure customer proprietary information; provide notification to customers, the Commission, and law enforcement in the event of data breaches that could result in harm; not condition provision of service on the surrender of privacy rights; and provide heightened notice and obtain affirmative consent when offering financial incentives in exchange for the right to use a customer's confidential information. The Commission also revises its current telecommunications privacy rules to harmonize today's privacy rules for all telecommunications carriers, and provides a tailored exemption from these rules for enterprise customers of telecommunications services other than BIAS.",Final rule.,"[{'raw_name': 'FEDERAL COMMUNICATIONS COMMISSION', 'name': 'Federal Communications Commission', 'id': 161, 'url': 'https://www.federalregister.gov/agencies/federal-communications-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/161.json', 'parent_id': None, 'slug': 'federal-communications-commission'}]",['Federal Communications Commission'],2017-01-03,2016-12-02,,,Protecting the Privacy of Customers of Broadband and Other Telecommunications Services,"['Claims', 'Communications common carriers', 'Computer technology', 'Credit', 'Foreign relations', 'Individuals with disabilities', 'Political candidates', 'Radio', 'Reporting and recordkeeping requirements', 'Telecommunications', 'Telegraph', 'Telephone']",Rule,Big Data
2016-28127,,,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Bureau of Industry and Security', 'name': 'Industry and Security Bureau', 'id': 241, 'url': 'https://www.federalregister.gov/agencies/industry-and-security-bureau', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/241.json', 'parent_id': 54, 'slug': 'industry-and-security-bureau'}]","['Commerce Department', 'Industry and Security Bureau']",,2016-11-23,,,Emerging Technology And Research Advisory Committee; Notice of Open Meeting,[],Notice,Big Data
2016-25240,"The Medicare Access and CHIP Reauthorization Act of 2015 (MACRA) repeals the Medicare sustainable growth rate (SGR) methodology for updates to the physician fee schedule (PFS) and replaces it with a new approach to payment called the Quality Payment Program that rewards the delivery of high-quality patient care through two avenues: Advanced Alternative Payment Models (Advanced APMs) and the Merit-based Incentive Payment System (MIPS) for eligible clinicians or groups under the PFS. This final rule with comment period establishes incentives for participation in certain alternative payment models (APMs) and includes the criteria for use by the Physician-Focused Payment Model Technical Advisory Committee (PTAC) in making comments and recommendations on physician-focused payment models (PFPMs). Alternative Payment Models are payment approaches, developed in partnership with the clinician community, that provide added incentives to deliver high-quality and cost-efficient care. APMs can apply to a specific clinical condition, a care episode, or a population. This final rule with comment period also establishes the MIPS, a new program for certain Medicare-enrolled practitioners. MIPS will consolidate components of three existing programs, the Physician Quality Reporting System (PQRS), the Physician Value-based Payment Modifier (VM), and the Medicare Electronic Health Record (EHR) Incentive Program for Eligible Professionals (EPs), and will continue the focus on quality, cost, and use of certified EHR technology (CEHRT) in a cohesive program that avoids redundancies. In this final rule with comment period we have rebranded key terminology based on feedback from stakeholders, with the goal of selecting terms that will be more easily identified and understood by our stakeholders.",Final rule with comment period.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Centers for Medicare & Medicaid Services', 'name': 'Centers for Medicare & Medicaid Services', 'id': 45, 'url': 'https://www.federalregister.gov/agencies/centers-for-medicare-medicaid-services', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/45.json', 'parent_id': 221, 'slug': 'centers-for-medicare-medicaid-services'}]","['Health and Human Services Department', 'Centers for Medicare & Medicaid Services']",2017-01-01,2016-11-04,False,,"Medicare Program; Merit-Based Incentive Payment System (MIPS) and Alternative Payment Model (APM) Incentive Under the Physician Fee Schedule, and Criteria for Physician-Focused Payment Models","['Administrative practice and procedure', 'Biologics', 'Drugs', 'Health facilities', 'Health maintenance organizations (HMO)', 'Health professions', 'Health records', 'Kidney diseases', 'Medicaid', 'Medicare', 'Penalties', 'Reporting and recordkeeping requirements']",Rule,Big Data
2016-24661,,,"[{'raw_name': 'EQUAL EMPLOYMENT OPPORTUNITY COMMISSION', 'name': 'Equal Employment Opportunity Commission', 'id': 147, 'url': 'https://www.federalregister.gov/agencies/equal-employment-opportunity-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/147.json', 'parent_id': None, 'slug': 'equal-employment-opportunity-commission'}]",['Equal Employment Opportunity Commission'],,2016-10-11,,,Sunshine Act Notice,[],Notice,Big Data
2016-22530,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2016-10-06,2016-09-20,,,Center for Scientific Review; Notice of Closed Meetings,[],Notice,Big Data
2016-21271,"In accordance with the Federal Advisory Committee Act, Public Law 92-463, as amended, the National Aeronautics and Space Administration (NASA) announces a meeting of the Ad Hoc Big Data Task Force. This Task Force reports to the NASA Advisory Council's Science Committee. The meeting will be held for the purpose of soliciting and discussing, from the scientific community and other persons, scientific and technical information relevant to big data.",Notice of meeting.,"[{'raw_name': 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'name': 'National Aeronautics and Space Administration', 'id': 301, 'url': 'https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/301.json', 'parent_id': None, 'slug': 'national-aeronautics-and-space-administration'}]",['National Aeronautics and Space Administration'],,2016-09-06,,,NASA Advisory Council; Science Committee; Ad Hoc Task Force on Big Data; Meeting,[],Notice,Big Data
2016-19047,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2016-09-01,2016-08-11,,,Office of the Director; Notice of Meeting,[],Notice,Big Data
2016-17961,"The International Trade Administration (ITA) is publishing this notice to announce the availability of the Privacy Shield Framework documents. The EU-U.S. Privacy Shield Framework was designed by the U.S. Department of Commerce and European Commission to provide companies on both sides of the Atlantic with a mechanism to comply with European Union data protection requirements when transferring personal data from the European Union to the United States in support of transatlantic commerce. The Privacy Shield Framework documents published in this notice include the Privacy Shield Principles and Annex I describing the new arbitral model available under the Privacy Shield, letters from the Secretary of Commerce and Acting Under Secretary for International Trade describing the Department of Commerce's administration of the Privacy Shield, letters from the Chairwoman of the Federal Trade Commission and Secretary of Transportation describing their enforcement of the Privacy Shield, a letter from the Secretary of State regarding the Privacy Shield Ombudsperson, two letters from the Office of the Director of National Intelligence regarding safeguards and limitations applicable to U.S. national security authorities, and a letter from the Department of Justice regarding safeguards and limitations on U.S. Government access for law enforcement and public interest purposes.",Notice of Availability of Privacy Shield Framework Documents.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'International Trade Administration', 'name': 'International Trade Administration', 'id': 261, 'url': 'https://www.federalregister.gov/agencies/international-trade-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/261.json', 'parent_id': 54, 'slug': 'international-trade-administration'}]","['Commerce Department', 'International Trade Administration']",,2016-08-02,False,,Privacy Shield Framework,[],Notice,Big Data
2016-17737,"Statement of Organizations, Functions, and Delegations of Authority. The Administration for Children and Families (ACF) has reorganized the Office of the Deputy Assistant Secretary for Administration (ODASA). This reorganization moves the Office of Information Services from ODASA and establishes it as the new Office of the Chief Information Officer, which reports directly to the Assistant Secretary for Children and Families.",Notice.,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'Administration for Children and Families', 'name': 'Children and Families Administration', 'id': 49, 'url': 'https://www.federalregister.gov/agencies/children-and-families-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/49.json', 'parent_id': 221, 'slug': 'children-and-families-administration'}]","['Health and Human Services Department', 'Children and Families Administration']",,2016-07-27,,,"Statement of Organization, Functions, and Delegations of Authority: Office of the Deputy Assistant Secretary for Administration; Office of the Assistant Secretary",[],Notice,Big Data
2016-17175,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}, {'raw_name': 'National Institutes of Health', 'name': 'National Institutes of Health', 'id': 353, 'url': 'https://www.federalregister.gov/agencies/national-institutes-of-health', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/353.json', 'parent_id': 221, 'slug': 'national-institutes-of-health'}]","['Health and Human Services Department', 'National Institutes of Health']",2016-07-22,2016-07-21,,,Center for Scientific Review; Notice of Closed Meeting,[],Notice,Big Data
2016-15483,"The United States Department of Commerce, International Trade Administration (ITA) is organizing the 3rd Annual Health IT Trade Mission to Brazil from September 26-30, 2016. This mission is a continuation of two consecutive Health IT missions to Brazil and part of a sustained effort to help U.S. companies access the Brazilian Health IT market. Further, CS Brazil will work with leading Brazilian health media company, Live Media, and the Brazilian Health Informatics Association (SBIS) to organize an e-Health conference, which will be held in Sao Paulo at the same time as the trade mission. U.S. trade mission delegates will participate in the conference as part of the trade mission. The purpose of the trade mission is to introduce U.S. firms to Brazil's rapidly expanding market for Health IT products, services and solutions and to assist U.S. companies in the pursuit of export opportunities in this sector. The trade mission to Brazil is designed for U.S. Health IT solution providers, particularly small- and medium- sized enterprises (SMEs), interested in long-term business opportunities in Brazil, as well as the trade associations/ organizations that represent them. Target sectors holding high potential for U.S exporters include: Electronic Health Records (EHRs), Enterprise Resource Planning (ERP), Health IT interoperability system integration services, patient security, Health IT architecture design services, cyber security solutions, IoT solution providers, cloud solutions, clinical software, big data, clinical decision support, health analytics, health care transformation consulting, telehealth, smart mobile devices and mobile health applications, M2M connected devices, communication solutions, education of Health IT students and workforce training. Trade mission delegates will participate in a five-day program, including technical visits to hospitals, roundtables and policy meetings with public health officials in Sao Paulo and Recife. In addition, on September 27, as part of the trade mission, delegates will participate in a one-day technology seminar at the e-Health Conference in Sao Paulo, thus giving the delegation heightened exposure to potential clients and partners from countries around the world. (Note that admission to the e-Health Conference September 27-28 is included in the Trade Mission fee). The delegates will also have networking opportunities to meet face-to-face with potential strategic partners, systems integrators, value added resellers (VAR's), hospital decision makers, planners and public health officials at the federal, state and city levels. This mission supports President Obama's National Export Initiative (NEI). The mission will help new-to-market companies learn about the Brazilian Health IT market and make initial contacts. It will also support U.S. companies already doing business in Brazil to increase their footprint and deepen their business interests. The mission will also help participating firms and associations/organizations gain market insights, make industry contacts, implement business strategies, and advance specific projects, with the goal of increasing U.S. exports of products and services to Brazil.",Notice.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'International Trade Administration', 'name': 'International Trade Administration', 'id': 261, 'url': 'https://www.federalregister.gov/agencies/international-trade-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/261.json', 'parent_id': 54, 'slug': 'international-trade-administration'}]","['Commerce Department', 'International Trade Administration']",,2016-06-30,,,"Health IT Trade Mission to Brazil September 26-30, 2016",[],Notice,Big Data
2016-14175,"The National Technical Information Service (NTIS) requests proposals from interested for-profit, non-profit, or research performing service organizations to enter into a Joint Venture Partnership with NTIS to assist Federal agencies to develop and implement innovative ways to collect, connect, access, analyze, or use Federal data and data services.",Notice.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'National Technical Information Service', 'name': 'National Technical Information Service', 'id': 372, 'url': 'https://www.federalregister.gov/agencies/national-technical-information-service', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/372.json', 'parent_id': 54, 'slug': 'national-technical-information-service'}]","['Commerce Department', 'National Technical Information Service']",,2016-06-15,,,Opportunity To Enter Into a Joint Venture With the National Technical Information Service for Data Innovation Support,[],Notice,Big Data
2016-13033,"In accordance with the Federal Advisory Committee Act, Public Law 92-463, as amended, the National Aeronautics and Space Administration (NASA) announces a meeting of the Ad Hoc Task Force on Big Data. This task force reports to the NASA Advisory Council's Science Committee. The meeting will be held for the purpose of soliciting and discussing, from the scientific community and other persons, scientific and technical information relevant to big data.",Notice of meeting.,"[{'raw_name': 'NATIONAL AERONAUTICS AND SPACE ADMINISTRATION', 'name': 'National Aeronautics and Space Administration', 'id': 301, 'url': 'https://www.federalregister.gov/agencies/national-aeronautics-and-space-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/301.json', 'parent_id': None, 'slug': 'national-aeronautics-and-space-administration'}]",['National Aeronautics and Space Administration'],,2016-06-02,,,NASA Advisory Council; Science Committee; Ad Hoc Task Force on Big Data; Meeting,[],Notice,Big Data
2016-11964,"The FHWA and FTA are jointly issuing this final rule to update the regulations governing the development of metropolitan transportation plans (MTP) and programs for urbanized areas, long-range statewide transportation plans and programs, and the congestion management process as well as revisions related to the use of and reliance on planning products developed during the planning process for project development and the environmental review process. The changes reflect the passage of the Moving Ahead for Progress in the 21st Century Act (MAP-21) and the Fixing America's Surface Transportation (FAST) Act. The MAP-21 continues many provisions related to transportation planning from prior laws; however, it introduces transformational changes and adds some new provisions. The FAST Act makes minor edits to existing provisions. The changes make the regulations consistent with current statutory requirements and implement the following: A new mandate for State departments of transportation (hereafter referred to simply as ``States'') and metropolitan planning organizations (MPO) to take a performance-based approach to planning and programming; a new emphasis on the nonmetropolitan transportation planning process, by requiring States to have a higher level of involvement with nonmetropolitan local officials and providing a process for the creation of regional transportation planning organizations (RTPO); a structural change to the membership of the larger MPOs; a new framework for voluntary scenario planning; new authority for the integration of the planning and environmental review processes; and a process for programmatic mitigation plans.",Final rule.,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492.json', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Highway Administration', 'name': 'Federal Highway Administration', 'id': 170, 'url': 'https://www.federalregister.gov/agencies/federal-highway-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/170.json', 'parent_id': 492, 'slug': 'federal-highway-administration'}, {'raw_name': 'Federal Transit Administration', 'name': 'Federal Transit Administration', 'id': 193, 'url': 'https://www.federalregister.gov/agencies/federal-transit-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/193.json', 'parent_id': 492, 'slug': 'federal-transit-administration'}]","['Transportation Department', 'Federal Highway Administration', 'Federal Transit Administration']",2016-06-27,2016-05-27,True,,Statewide and Nonmetropolitan Transportation Planning; Metropolitan Transportation Planning,"['Environmental protection', 'Grant programs-transportation', 'Highways and roads', 'Highways and roads', 'Historic preservation', 'Mass transportation', 'Public lands', 'Reporting and recordkeeping requirements', 'Reporting and recordkeeping requirements']",Rule,Big Data
2016-10320,"The Federal Transit Administration (FTA) announces the availability of $8 Million in Fiscal Year (FY) 2014 and FY 2016 research funds, for a new program to demonstrate and evaluate innovative approaches to integrated ``Mobility on Demand'' (MOD) solutions within a public transportation framework. The MOD Sandbox Demonstration Program is intended to provide a platform where integrated MOD concepts and solutions are supported and demonstrated through local partnerships in a real-world setting. FTA will fund project teams to adopt innovative business models to deliver high quality, seamless and equitable mobility options for all travelers. The MOD Sandbox further emphasizes FTA's interest in transit and mobility innovation, and builds upon FTA's recent XPEDITE Innovation initiative, which sought industry input through an online dialogue on transit innovation, particularly technology trends that increase public transportation efficiency, effectiveness and enhance the quality of customer travel. This notice also includes: (1) Reference to a number of areas for demonstrations of particular interest to FTA (to be used to guide but not limit innovative proposal concepts), (2) criteria that the FTA will use to identify projects for funding, and (3) the process for applying for the funding. This announcement is available on the FTA Web site at: http:// www.fta.dot.gov. A synopsis of this funding opportunity will be posted in the FIND module of the government-wide electronic grants Web site at http://www.GRANTS.GOV. FTA will announce final selections on the FTA Web site and may also announce selections in the Federal Register.",Notice of Funding Opportunity (NOFO) and Solicitation of Project Proposals for the Mobility on Demand (MOD) Sandbox Demonstration Program.,"[{'raw_name': 'DEPARTMENT OF TRANSPORTATION', 'name': 'Transportation Department', 'id': 492, 'url': 'https://www.federalregister.gov/agencies/transportation-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/492.json', 'parent_id': None, 'slug': 'transportation-department'}, {'raw_name': 'Federal Transit Administration', 'name': 'Federal Transit Administration', 'id': 193, 'url': 'https://www.federalregister.gov/agencies/federal-transit-administration', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/193.json', 'parent_id': 492, 'slug': 'federal-transit-administration'}]","['Transportation Department', 'Federal Transit Administration']",,2016-05-03,,,Public Transportation Innovation Funding Opportunity; Mobility on Demand (MOD) Sandbox Demonstration Program,[],Notice,Big Data
2016-10118,"The Bureau of the Census (Census Bureau) is giving notice of a meeting of the National Advisory Committee on Racial, Ethnic and Other Populations (NAC). The NAC will address policy, research, and technical issues relating to a full range of Census Bureau programs and activities, including communications, decennial, demographic, economic, field operations, geographic, information technology, and statistics. The NAC will meet in a plenary session on May 26-27, 2016. Last minute changes to the schedule are possible, which could prevent us from giving advance public notice of schedule adjustments. Please visit the Census Advisory Committees Web site for the most current meeting agenda at: http://www.census.gov/cac/ . The meeting will be available via webcast at: http://www.census.gov/ newsroom/census-live.html http://www.ustream.tv/embed/ 6504322?wmode=direct.",Notice of public meeting.,"[{'raw_name': 'DEPARTMENT OF COMMERCE', 'name': 'Commerce Department', 'id': 54, 'url': 'https://www.federalregister.gov/agencies/commerce-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/54.json', 'parent_id': None, 'slug': 'commerce-department'}, {'raw_name': 'Bureau of the Census', 'name': 'Census Bureau', 'id': 42, 'url': 'https://www.federalregister.gov/agencies/census-bureau', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/42.json', 'parent_id': 54, 'slug': 'census-bureau'}]","['Commerce Department', 'Census Bureau']",,2016-04-29,,,National Advisory Committee,[],Notice,Big Data
2016-09668,"The President's National Security Telecommunications Advisory Committee (NSTAC) will meet on Wednesday, May 11, 2016, in Santa Clara, California. The meeting will be open to the public.",Committee Management; Notice of Federal Advisory Committee Meeting.,"[{'raw_name': 'DEPARTMENT OF HOMELAND SECURITY', 'name': 'Homeland Security Department', 'id': 227, 'url': 'https://www.federalregister.gov/agencies/homeland-security-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/227.json', 'parent_id': None, 'slug': 'homeland-security-department'}]",['Homeland Security Department'],,2016-04-26,,,President's National Security Telecommunications Advisory Committee,[],Notice,Big Data
2016-08458,"The Federal Communications Commission initiates a rulemaking seeking public comment on how to apply the privacy requirements of the Communications Act to broadband Internet access service (BIAS). This Notice of Proposed Rulemaking (NPRM) focuses on transparency, choice, and data security, in a manner that is consistent with the Commission's history of protecting privacy, the Federal Trade Commission's leadership, and various sector-specific statutory approaches, tailored to the particular circumstances that consumers face when they use broadband networks and with an understanding of the particular nature and technologies underlying those networks. The NPRM would recognize that consumers cannot give their permission for the use of protected data unless relevant broadband provider practices are transparent. The NPRM proposes a framework to ensure that consumers; understand what data the broadband provider is collecting and what it does with that information; can decide how their information is used; and are protected against the unauthorized disclosure of their information. The NPRM also seeks comment on a number of closely-related questions.",Proposed rule.,"[{'raw_name': 'FEDERAL COMMUNICATIONS COMMISSION', 'name': 'Federal Communications Commission', 'id': 161, 'url': 'https://www.federalregister.gov/agencies/federal-communications-commission', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/161.json', 'parent_id': None, 'slug': 'federal-communications-commission'}]",['Federal Communications Commission'],,2016-04-20,,,Protecting the Privacy of Customers of Broadband and Other Telecommunications Services,"['Claims', 'Communications common carriers', 'Computer technology', 'Credit', 'Foreign relations', 'Individuals with disabilities', 'Political candidates', 'Radio', 'Reporting and recordkeeping requirements', 'Telecommunications', 'Telegraph', 'Telephone']",Proposed Rule,Big Data
2016-09075,,,"[{'raw_name': 'DEPARTMENT OF HEALTH AND HUMAN SERVICES', 'name': 'Health and Human Services Department', 'id': 221, 'url': 'https://www.federalregister.gov/agencies/health-and-human-services-department', 'json_url': 'https://www.federalregister.gov/api/v1/agencies/221.json', 'parent_id': None, 'slug': 'health-and-human-services-department'}]",['Health and Human Services Department'],,2016-04-19,,,"National Committee on Vital and Health Statistics: Meeting; Privacy, Security & Confidentiality Subcommittee",[],Notice,Big Data
